quarter_id,indicator_code,value,value_status,source_file
2009Q2,employment_rate,92.525,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2009Q2,lfpr,64.028,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2009Q2,underemployment_change_yoy,-0.837,derived,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2009Q2,gdp_growth_yoy,1.9,observed,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2009Q2,gdp_growth_yoy_accel,0.8,derived,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2009Q2,gdp_level,2.65225e+06,observed,psa_openstat_qna_gdp_levels_0052B5BPRQ1_2026-08-02.csv
2009Q2,gdp_growth_qoq,9.5813,derived,psa_openstat_qna_gdp_levels_0052B5BPRQ1_2026-08-02.csv
2009Q2,cpi_index,75.75,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2009Q2,inflation_yoy,4.3635,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2009Q2,inflation_yoy_accel,-2.6125,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2009Q2,growth_employment_gap,1.063,derived,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2009Q3,underemployment_change_qoq,0.895,derived,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2009Q3,underemployment_rate,19.813,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2009Q3,unemployment_rate,7.604,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2009Q3,employment_rate,92.396,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2009Q3,lfpr,64.586,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2009Q3,underemployment_change_yoy,-1.27,derived,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2009Q3,gdp_growth_yoy,0.9,observed,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2009Q3,gdp_growth_yoy_accel,-1,derived,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2009Q3,gdp_level,2.51431e+06,observed,psa_openstat_qna_gdp_levels_0052B5BPRQ1_2026-08-02.csv
2009Q3,gdp_growth_qoq,-5.2009,derived,psa_openstat_qna_gdp_levels_0052B5BPRQ1_2026-08-02.csv
2009Q3,cpi_index,76.296,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2009Q3,inflation_yoy,2.0748,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2009Q3,inflation_yoy_accel,-2.2887,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2009Q3,growth_employment_gap,-0.37,derived,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2009Q4,underemployment_change_qoq,-0.433,derived,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2009Q4,underemployment_rate,19.38,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2009Q4,unemployment_rate,7.12,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2009Q4,employment_rate,92.88,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2009Q4,lfpr,63.976,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2009Q4,underemployment_change_yoy,1.922,derived,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2009Q4,gdp_growth_yoy,1.8,observed,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2009Q4,gdp_growth_yoy_accel,0.9,derived,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2009Q4,gdp_level,2.83272e+06,observed,psa_openstat_qna_gdp_levels_0052B5BPRQ1_2026-08-02.csv
2009Q4,gdp_growth_qoq,12.6639,derived,psa_openstat_qna_gdp_levels_0052B5BPRQ1_2026-08-02.csv
2009Q4,cpi_index,77.1261,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2009Q4,inflation_yoy,3.6092,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2009Q4,inflation_yoy_accel,1.5343,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2009Q4,growth_employment_gap,3.722,derived,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2010Q1,underemployment_change_qoq,0.362,derived,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2010Q1,underemployment_rate,19.742,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2010Q1,unemployment_rate,7.282,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2010Q1,employment_rate,92.718,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2010Q1,lfpr,64.49,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2010Q1,underemployment_change_yoy,1.535,derived,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2010Q1,gdp_growth_yoy,8.1,observed,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2010Q1,gdp_growth_yoy_accel,6.3,derived,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2010Q1,gdp_level,2.61689e+06,observed,psa_openstat_qna_gdp_levels_0052B5BPRQ1_2026-08-02.csv
2010Q1,gdp_growth_qoq,-7.6192,derived,psa_openstat_qna_gdp_levels_0052B5BPRQ1_2026-08-02.csv
2010Q1,cpi_index,77.9561,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2010Q1,inflation_yoy,3.901,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2010Q1,inflation_yoy_accel,0.2919,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2010Q1,growth_employment_gap,9.635,derived,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2010Q2,underemployment_change_qoq,-1.961,derived,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2010Q2,underemployment_rate,17.781,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2010Q2,unemployment_rate,8.047,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2010Q2,employment_rate,91.953,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2010Q2,lfpr,63.591,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2010Q2,underemployment_change_yoy,-1.137,derived,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2010Q2,gdp_growth_yoy,8,observed,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2010Q2,gdp_growth_yoy_accel,-0.1,derived,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2010Q2,gdp_level,2.86377e+06,observed,psa_openstat_qna_gdp_levels_0052B5BPRQ1_2026-08-02.csv
2010Q2,gdp_growth_qoq,9.4339,derived,psa_openstat_qna_gdp_levels_0052B5BPRQ1_2026-08-02.csv
2010Q2,cpi_index,78.655,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2010Q2,inflation_yoy,3.8351,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2010Q2,inflation_yoy_accel,-0.066,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2010Q2,growth_employment_gap,6.863,derived,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2010Q3,underemployment_change_qoq,0.163,derived,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2010Q3,underemployment_rate,17.944,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2010Q3,unemployment_rate,6.957,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2010Q3,employment_rate,93.043,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2010Q3,lfpr,63.922,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2010Q3,underemployment_change_yoy,-1.869,derived,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2010Q3,gdp_growth_yoy,7.1,observed,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2010Q3,gdp_growth_yoy_accel,-0.9,derived,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2010Q3,gdp_level,2.69205e+06,observed,psa_openstat_qna_gdp_levels_0052B5BPRQ1_2026-08-02.csv
2010Q3,gdp_growth_qoq,-5.9961,derived,psa_openstat_qna_gdp_levels_0052B5BPRQ1_2026-08-02.csv
2010Q3,cpi_index,79.2448,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2010Q3,inflation_yoy,3.8649,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2010Q3,inflation_yoy_accel,0.0298,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2010Q3,growth_employment_gap,5.231,derived,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2010Q4,underemployment_change_qoq,1.628,derived,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2010Q4,underemployment_rate,19.572,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2010Q4,unemployment_rate,7.124,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2010Q4,employment_rate,92.876,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2010Q4,lfpr,64.227,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2010Q4,underemployment_change_yoy,0.192,derived,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2010Q4,gdp_growth_yoy,6.3,observed,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2010Q4,gdp_growth_yoy_accel,-0.8,derived,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2010Q4,gdp_level,3.01115e+06,observed,psa_openstat_qna_gdp_levels_0052B5BPRQ1_2026-08-02.csv
2010Q4,gdp_growth_qoq,11.8534,derived,psa_openstat_qna_gdp_levels_0052B5BPRQ1_2026-08-02.csv
2010Q4,cpi_index,79.8564,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2010Q4,inflation_yoy,3.5401,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2010Q4,inflation_yoy_accel,-0.3248,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2010Q4,growth_employment_gap,6.492,derived,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2011Q1,underemployment_change_qoq,-0.147,derived,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2011Q1,underemployment_rate,19.425,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2011Q1,unemployment_rate,7.44,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2011Q1,employment_rate,92.56,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2011Q1,lfpr,63.724,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2011Q1,underemployment_change_yoy,-0.317,derived,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2011Q1,gdp_growth_yoy,4.8,observed,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2011Q1,gdp_growth_yoy_accel,-1.5,derived,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2011Q1,gdp_level,2.74321e+06,observed,psa_openstat_qna_gdp_levels_0052B5BPRQ1_2026-08-02.csv
2011Q1,gdp_growth_qoq,-8.8984,derived,psa_openstat_qna_gdp_levels_0052B5BPRQ1_2026-08-02.csv
2011Q1,cpi_index,81.4727,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2011Q1,inflation_yoy,4.5111,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2011Q1,inflation_yoy_accel,0.971,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2011Q1,growth_employment_gap,4.483,derived,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2011Q2,underemployment_change_qoq,-0.068,derived,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2011Q2,underemployment_rate,19.357,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2011Q2,unemployment_rate,7.234,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2011Q2,employment_rate,92.766,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2011Q2,lfpr,64.247,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2011Q2,underemployment_change_yoy,1.576,derived,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2011Q2,gdp_growth_yoy,3.6,observed,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2011Q2,gdp_growth_yoy_accel,-1.2,derived,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2011Q2,gdp_level,2.96573e+06,observed,psa_openstat_qna_gdp_levels_0052B5BPRQ1_2026-08-02.csv
2011Q2,gdp_growth_qoq,8.1116,derived,psa_openstat_qna_gdp_levels_0052B5BPRQ1_2026-08-02.csv
2011Q2,cpi_index,82.543,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2011Q2,inflation_yoy,4.9431,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2011Q2,inflation_yoy_accel,0.432,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2011Q2,growth_employment_gap,5.176,derived,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2011Q3,underemployment_change_qoq,-0.236,derived,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2011Q3,underemployment_rate,19.121,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2011Q3,unemployment_rate,7.067,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2011Q3,employment_rate,92.933,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2011Q3,lfpr,64.345,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2011Q3,underemployment_change_yoy,1.177,derived,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2011Q3,gdp_growth_yoy,3,observed,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2011Q3,gdp_growth_yoy_accel,-0.6,derived,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2011Q3,gdp_level,2.77378e+06,observed,psa_openstat_qna_gdp_levels_0052B5BPRQ1_2026-08-02.csv
2011Q3,gdp_growth_qoq,-6.4723,derived,psa_openstat_qna_gdp_levels_0052B5BPRQ1_2026-08-02.csv
2011Q3,cpi_index,83.0017,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2011Q3,inflation_yoy,4.7409,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2011Q3,inflation_yoy_accel,-0.2022,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2011Q3,growth_employment_gap,4.177,derived,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2011Q4,underemployment_change_qoq,0.026,derived,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2011Q4,underemployment_rate,19.147,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2011Q4,unemployment_rate,6.417,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2011Q4,employment_rate,93.583,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2011Q4,lfpr,66.261,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2011Q4,underemployment_change_yoy,-0.425,derived,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2011Q4,gdp_growth_yoy,4,observed,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2011Q4,gdp_growth_yoy_accel,1,derived,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2011Q4,gdp_level,3.13265e+06,observed,psa_openstat_qna_gdp_levels_0052B5BPRQ1_2026-08-02.csv
2011Q4,gdp_growth_qoq,12.9381,derived,psa_openstat_qna_gdp_levels_0052B5BPRQ1_2026-08-02.csv
2011Q4,cpi_index,83.5915,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2011Q4,inflation_yoy,4.6772,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2011Q4,inflation_yoy_accel,-0.0637,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2011Q4,growth_employment_gap,3.575,derived,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2012Q1,underemployment_change_qoq,-0.349,derived,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2012Q1,underemployment_rate,18.798,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2012Q1,unemployment_rate,7.19,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2012Q1,employment_rate,92.81,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2012Q1,lfpr,64.175,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2012Q1,underemployment_change_yoy,-0.627,derived,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2012Q1,gdp_growth_yoy,6,observed,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2012Q1,gdp_growth_yoy_accel,2,derived,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2012Q1,gdp_level,2.9089e+06,observed,psa_openstat_qna_gdp_levels_0052B5BPRQ1_2026-08-02.csv
2012Q1,gdp_growth_qoq,-7.1425,derived,psa_openstat_qna_gdp_levels_0052B5BPRQ1_2026-08-02.csv
2012Q1,cpi_index,84.1716,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2012Q1,inflation_yoy,3.3127,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2012Q1,inflation_yoy_accel,-1.3646,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2012Q1,growth_employment_gap,5.373,derived,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2012Q2,underemployment_change_qoq,0.528,derived,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2012Q2,underemployment_rate,19.326,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2012Q2,unemployment_rate,6.896,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2012Q2,employment_rate,93.104,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2012Q2,lfpr,64.678,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2012Q2,underemployment_change_yoy,-0.031,derived,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2012Q2,gdp_growth_yoy,6.2,observed,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2012Q2,gdp_growth_yoy_accel,0.2,derived,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2012Q2,gdp_level,3.15017e+06,observed,psa_openstat_qna_gdp_levels_0052B5BPRQ1_2026-08-02.csv
2012Q2,gdp_growth_qoq,8.2944,derived,psa_openstat_qna_gdp_levels_0052B5BPRQ1_2026-08-02.csv
2012Q2,cpi_index,84.9673,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2012Q2,inflation_yoy,2.937,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2012Q2,inflation_yoy_accel,-0.3756,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2012Q2,growth_employment_gap,6.169,derived,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2012Q3,underemployment_change_qoq,3.48,derived,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2012Q3,underemployment_rate,22.806,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2012Q3,unemployment_rate,7.046,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2012Q3,employment_rate,92.954,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2012Q3,lfpr,64.013,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2012Q3,underemployment_change_yoy,3.685,derived,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2012Q3,gdp_growth_yoy,7.4,observed,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2012Q3,gdp_growth_yoy_accel,1.2,derived,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2012Q3,gdp_level,2.97902e+06,observed,psa_openstat_qna_gdp_levels_0052B5BPRQ1_2026-08-02.csv
2012Q3,gdp_growth_qoq,-5.4331,derived,psa_openstat_qna_gdp_levels_0052B5BPRQ1_2026-08-02.csv
2012Q3,cpi_index,85.8767,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2012Q3,inflation_yoy,3.4637,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2012Q3,inflation_yoy_accel,0.5267,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2012Q3,growth_employment_gap,11.085,derived,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2012Q4,underemployment_change_qoq,-3.798,derived,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2012Q4,underemployment_rate,19.008,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2012Q4,unemployment_rate,6.834,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2012Q4,employment_rate,93.166,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2012Q4,lfpr,63.873,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2012Q4,underemployment_change_yoy,-0.139,derived,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2012Q4,gdp_growth_yoy,7.8,observed,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2012Q4,gdp_growth_yoy_accel,0.4,derived,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2012Q4,gdp_level,3.37837e+06,observed,psa_openstat_qna_gdp_levels_0052B5BPRQ1_2026-08-02.csv
2012Q4,gdp_growth_qoq,13.4053,derived,psa_openstat_qna_gdp_levels_0052B5BPRQ1_2026-08-02.csv
2012Q4,cpi_index,86.0756,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2012Q4,inflation_yoy,2.9718,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2012Q4,inflation_yoy_accel,-0.492,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2012Q4,growth_employment_gap,7.661,derived,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2013Q1,underemployment_change_qoq,1.903,derived,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2013Q1,underemployment_rate,20.911,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2013Q1,unemployment_rate,7.086,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2013Q1,employment_rate,92.914,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2013Q1,lfpr,64.083,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2013Q1,underemployment_change_yoy,2.113,derived,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2013Q1,gdp_growth_yoy,7.6,observed,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2013Q1,gdp_growth_yoy_accel,-0.2,derived,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2013Q1,gdp_level,3.12978e+06,observed,psa_openstat_qna_gdp_levels_0052B5BPRQ1_2026-08-02.csv
2013Q1,gdp_growth_qoq,-7.3584,derived,psa_openstat_qna_gdp_levels_0052B5BPRQ1_2026-08-02.csv
2013Q1,cpi_index,86.5587,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2013Q1,inflation_yoy,2.8359,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2013Q1,inflation_yoy_accel,-0.1358,derived,psa_openstat_cpi_index_2018_2025_0012M4ACP09_2026-08-02.csv
2013Q1,growth_employment_gap,9.713,derived,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2013Q2,underemployment_change_qoq,-1.738,derived,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2013Q2,underemployment_rate,19.173,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2013Q2,unemployment_rate,7.547,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2013Q2,employment_rate,92.453,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2013Q2,lfpr,63.826,observed,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2013Q2,underemployment_change_yoy,-0.153,derived,psa_openstat_lfs_underemployment_0021B3FKEI2_2026-08-02_part1.csv
2013Q2,gdp_growth_yoy,7.5,observed,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
2013Q2,gdp_growth_yoy_accel,-0.1,derived,psa_openstat_qna_gdp_growth_0062B5BPRQ2_2026-08-02.csv
